129.539,40.002
131.418,40.002
133.296,40.002
135.174,40.002
137.052,40.002
138.930,40.002
140.808,40.002
142.686,40.002
144.565,40.002
146.443,40.002
148.321,40.002
150.199,40.002
152.077,40.002
153.955,40.002
155.834,40.002
157.712,40.002
159.590,40.002
161.468,40.002
163.346,40.002
165.225,40.002
167.103,40.002
168.981,40.002
170.859,40.002
172.737,40.001
174.616,40.001
176.494,40.001
178.372,40.001
180.250,40.001
182.128,40.001
184.007,40.001
185.885,40.001
187.763,40.001
189.641,40.001
191.519,40.001
193.397,40.000
195.275,40.000
197.154,40.000
199.032,40.000
199.512,40.001
200.011,40.003
200.509,40.007
201.006,40.013
201.501,40.020
201.997,40.028
202.495,40.039
202.992,40.050
203.485,40.064
203.980,40.078
204.475,40.095
204.968,40.112
205.462,40.131
205.956,40.152
206.448,40.174
206.939,40.197
207.431,40.221
207.922,40.247
208.411,40.274
208.899,40.302
209.386,40.331
209.874,40.361
210.360,40.393
210.845,40.425
211.329,40.458
211.812,40.492
212.295,40.527
212.776,40.563
213.256,40.599
213.736,40.636
214.214,40.674
214.691,40.712
215.166,40.750
215.641,40.790
216.116,40.829
216.589,40.869
217.062,40.909
217.531,40.950
218.000,40.990
218.468,41.031
218.936,41.072
219.403,41.112
219.868,41.153
220.332,41.194
220.795,41.234
221.256,41.274
221.715,41.314
222.173,41.354
222.634,41.393
223.099,41.433
223.868,41.498
224.637,41.563
225.406,41.628
226.175,41.692
226.943,41.757
227.712,41.822
228.481,41.887
229.250,41.952
230.019,42.017
230.787,42.082
231.556,42.147
232.325,42.212
233.094,42.277
233.863,42.342
234.631,42.407
235.400,42.472
236.169,42.537
236.938,42.602
237.707,42.667
238.475,42.732
239.244,42.797
240.013,42.862
240.782,42.927
241.551,42.992
242.320,43.057
243.088,43.122
243.857,43.187
244.626,43.252
245.395,43.316
246.164,43.381
246.932,43.446
247.701,43.511
248.470,43.576
249.239,43.641
250.008,43.706
250.776,43.771
251.545,43.836
252.314,43.901
253.083,43.966
253.852,44.031
254.620,44.096
255.389,44.161
256.158,44.226
256.927,44.291
257.695,44.356
258.464,44.421
259.233,44.485
260.002,44.550
260.770,44.615
261.539,44.680
262.347,44.769
263.274,44.880
264.317,45.031
265.397,45.223
266.438,45.444
267.442,45.688
268.433,45.957
269.427,46.257
270.420,46.587
271.403,46.947
272.373,47.334
273.331,47.748
274.278,48.190
275.212,48.659
276.132,49.155
277.039,49.679
277.931,50.229
278.808,50.806
279.667,51.408
280.509,52.036
281.333,52.688
282.138,53.365
282.923,54.067
283.688,54.792
284.431,55.540
285.153,56.310
285.851,57.103
286.526,57.917
287.177,58.751
287.802,59.606
288.402,60.480
288.975,61.372
289.522,62.283
290.040,63.209
290.530,64.152
290.991,65.110
291.423,66.083
291.825,67.070
292.196,68.070
292.536,69.080
292.844,70.100
293.121,71.130
293.367,72.173
293.579,73.223
293.757,74.267
293.902,75.311
294.019,76.399
294.099,77.527
294.138,78.535
294.156,79.370
294.156,82.240
294.156,85.110
294.156,87.980
294.156,90.850
294.156,93.720
294.156,96.590
294.156,99.460
294.156,102.330
294.156,105.200
294.157,108.070
294.157,110.941
294.157,113.811
294.157,116.681
294.157,119.551
294.157,122.421
294.157,125.291
294.157,128.161
294.157,131.032
294.157,133.902
294.157,136.772
294.157,139.642
294.157,142.512
294.158,145.382
294.158,148.252
294.158,151.122
294.158,153.992
294.158,156.862
294.158,159.732
294.158,162.602
294.158,165.472
294.158,168.342
294.158,171.212
294.158,174.082
294.158,176.952
294.159,179.822
294.159,182.693
294.159,185.563
294.159,188.433
294.159,191.303
294.159,194.173
294.159,197.043
294.159,199.913
294.159,202.783
294.159,205.653
294.159,208.523
294.159,211.393
294.160,214.263
294.160,217.133
294.160,220.004
294.160,222.874
294.141,223.715
294.103,224.724
294.023,225.851
293.906,226.938
293.760,227.982
293.583,229.027
293.370,230.076
293.125,231.118
292.848,232.149
292.539,233.169
292.199,234.180
291.828,235.179
291.426,236.165
290.995,237.138
290.534,238.096
290.043,239.039
289.525,239.966
288.979,240.876
288.405,241.769
287.806,242.643
287.180,243.497
286.530,244.331
285.855,245.145
285.156,245.938
284.435,246.708
283.692,247.456
282.927,248.181
282.142,248.882
281.338,249.559
280.514,250.212
279.672,250.840
278.812,251.442
277.936,252.018
277.044,252.568
276.137,253.092
275.216,253.589
274.282,254.058
273.336,254.500
272.378,254.914
271.408,255.300
270.425,255.660
269.433,255.990
268.439,256.290
267.447,256.560
266.442,256.804
265.401,257.024
264.322,257.217
263.280,257.367
262.353,257.479
261.544,257.568
260.776,257.632
260.007,257.697
259.238,257.762
258.470,257.827
257.701,257.892
256.932,257.957
256.164,258.022
255.395,258.087
254.626,258.152
253.857,258.217
253.089,258.282
252.320,258.347
251.551,258.412
250.783,258.477
250.014,258.542
249.245,258.607
248.476,258.672
247.707,258.737
246.939,258.802
246.170,258.867
245.401,258.932
244.632,258.997
243.863,259.062
243.095,259.127
242.326,259.192
241.557,259.257
240.788,259.322
240.019,259.387
239.250,259.452
238.482,259.517
237.713,259.582
236.944,259.647
236.175,259.712
235.406,259.777
234.637,259.842
233.868,259.907
233.100,259.972
232.331,260.037
231.562,260.102
230.793,260.167
230.024,260.232
229.255,260.297
228.487,260.362
227.718,260.427
226.949,260.492
226.180,260.557
225.411,260.622
224.643,260.687
223.874,260.752
223.105,260.817
222.642,260.857
222.182,260.896
221.722,260.936
221.262,260.975
220.800,261.016
220.337,261.056
219.874,261.097
219.409,261.138
218.942,261.178
218.475,261.219
218.006,261.260
217.537,261.300
217.066,261.341
216.595,261.381
216.123,261.421
215.649,261.460
215.173,261.500
214.697,261.538
214.219,261.577
213.742,261.614
213.263,261.651
212.783,261.688
212.301,261.723
211.818,261.758
211.335,261.792
210.851,261.826
210.366,261.858
209.880,261.889
209.393,261.919
208.907,261.948
208.417,261.977
207.926,262.004
207.436,262.029
206.946,262.054
206.456,262.077
205.960,262.099
205.468,262.119
204.977,262.138
204.481,262.156
203.988,262.172
203.493,262.187
202.996,262.201
202.499,262.212
202.005,262.222
201.510,262.231
201.011,262.238
200.513,262.244
200.019,262.248
199.519,262.250
199.037,262.251
197.159,262.251
195.281,262.251
193.403,262.251
191.524,262.251
189.646,262.251
187.768,262.251
185.890,262.251
184.012,262.251
182.133,262.251
180.255,262.251
178.377,262.251
176.499,262.251
174.621,262.251
172.743,262.251
170.864,262.251
168.986,262.251
167.108,262.251
165.230,262.251
163.352,262.252
161.474,262.252
159.595,262.252
157.717,262.252
155.839,262.252
153.961,262.252
152.083,262.252
150.204,262.252
148.326,262.252
146.448,262.252
144.570,262.252
142.692,262.252
140.813,262.252
138.935,262.252
137.057,262.252
135.179,262.252
133.301,262.252
131.422,262.252
129.544,262.252
127.666,262.252
125.788,262.252
123.910,262.252
122.032,262.252
120.153,262.252
118.275,262.253
116.397,262.253
114.519,262.253
112.641,262.253
110.763,262.253
108.885,262.253
107.006,262.253
105.128,262.254
104.648,262.253
104.149,262.250
103.651,262.246
103.154,262.241
102.659,262.234
102.163,262.225
101.665,262.215
101.169,262.203
100.676,262.190
100.181,262.175
99.685,262.159
99.193,262.141
98.699,262.122
98.205,262.102
97.713,262.080
97.222,262.057
96.730,262.032
96.239,262.006
95.750,261.980
95.262,261.952
94.775,261.922
94.288,261.892
93.802,261.861
93.317,261.829
92.833,261.796
92.350,261.762
91.868,261.727
91.386,261.691
90.906,261.655
90.427,261.618
89.948,261.580
89.472,261.542
88.996,261.503
88.521,261.464
88.047,261.425
87.573,261.385
87.101,261.344
86.631,261.304
86.163,261.264
85.695,261.223
85.227,261.182
84.760,261.141
84.295,261.101
83.831,261.060
83.368,261.020
82.907,260.979
82.448,260.940
81.990,260.900
81.530,260.861
81.064,260.821
80.295,260.756
79.527,260.691
78.758,260.626
77.989,260.561
77.220,260.496
76.451,260.431
75.682,260.366
74.913,260.301
74.144,260.237
73.375,260.172
72.606,260.107
71.838,260.042
71.069,259.977
70.300,259.912
69.531,259.847
68.762,259.782
67.993,259.717
67.224,259.652
66.455,259.587
65.686,259.522
64.918,259.457
64.149,259.392
63.380,259.327
62.611,259.262
61.842,259.197
61.073,259.132
60.304,259.067
59.535,259.002
58.767,258.937
57.998,258.872
57.229,258.807
56.460,258.742
55.691,258.677
54.922,258.612
54.153,258.547
53.385,258.483
52.616,258.418
51.847,258.353
51.078,258.288
50.309,258.223
49.540,258.158
48.771,258.093
48.003,258.028
47.234,257.963
46.465,257.898
45.696,257.833
44.927,257.768
44.158,257.703
43.390,257.638
42.621,257.573
41.813,257.485
40.886,257.373
39.843,257.223
38.763,257.030
37.722,256.809
36.718,256.565
35.727,256.296
34.733,255.996
33.741,255.666
32.757,255.307
31.787,254.920
30.829,254.506
29.882,254.064
28.948,253.595
28.027,253.098
27.120,252.575
26.228,252.024
25.352,251.448
24.492,250.846
23.650,250.218
22.827,249.566
22.022,248.888
21.236,248.187
20.472,247.462
19.728,246.714
19.007,245.943
18.309,245.151
17.634,244.337
16.983,243.502
16.358,242.648
15.758,241.774
15.185,240.882
14.639,239.972
14.120,239.045
13.630,238.101
13.169,237.143
12.737,236.170
12.335,235.183
11.964,234.184
11.624,233.174
11.316,232.154
11.039,231.124
10.793,230.081
10.581,229.032
10.403,227.987
10.257,226.942
10.141,225.855
10.061,224.728
10.022,223.720
10.004,222.883
10.004,220.013
10.004,217.143
10.004,214.273
10.004,211.403
10.004,208.533
10.004,205.662
10.004,202.792
10.004,199.922
10.004,197.052
10.003,194.182
10.003,191.312
10.003,188.442
10.003,185.572
10.003,182.702
10.003,179.832
10.003,176.962
10.003,174.091
10.003,171.221
10.003,168.351
10.003,165.481
10.003,162.611
10.002,159.741
10.002,156.871
10.002,154.001
10.002,151.131
10.002,148.260
10.002,145.390
10.002,142.520
10.002,139.650
10.002,136.780
10.002,133.910
10.002,131.039
10.002,128.169
10.002,125.299
10.001,122.429
10.001,119.559
10.001,116.689
10.001,113.819
10.001,110.949
10.001,108.079
10.001,105.209
10.001,102.339
10.001,99.469
10.000,96.599
10.000,93.729
10.000,90.859
10.000,87.989
10.000,85.118
10.000,82.248
10.000,79.377
0,0
