500,500
10.000,79.377
10.018,78.542
10.057,77.534
10.137,76.407
10.253,75.319
10.399,74.274
10.577,73.230
10.789,72.180
11.034,71.138
11.311,70.108
11.620,69.087
11.960,68.077
12.331,67.078
12.733,66.091
13.164,65.118
13.625,64.160
14.115,63.217
14.634,62.290
15.180,61.379
15.753,60.487
16.353,59.613
16.978,58.759
17.629,57.924
18.303,57.110
19.002,56.318
19.723,55.547
20.466,54.799
21.231,54.074
22.016,53.372
22.821,52.695
23.645,52.042
24.487,51.415
25.347,50.813
26.222,50.236
27.114,49.686
28.021,49.163
28.942,48.666
29.876,48.196
30.823,47.754
31.781,47.340
32.751,46.953
33.734,46.594
34.726,46.264
35.720,45.964
36.712,45.694
37.717,45.450
38.758,45.229
39.837,45.037
40.880,44.886
41.807,44.775
42.616,44.686
43.385,44.621
44.153,44.556
44.922,44.491
45.690,44.426
46.459,44.361
47.228,44.296
47.996,44.232
48.765,44.167
49.534,44.102
50.303,44.037
51.071,43.972
51.840,43.907
52.609,43.842
53.377,43.777
54.146,43.712
54.915,43.647
55.684,43.582
56.452,43.517
57.221,43.452
57.990,43.387
58.759,43.322
59.528,43.257
60.296,43.192
61.065,43.127
61.834,43.062
62.603,42.997
63.372,42.932
64.141,42.867
64.909,42.802
65.678,42.737
66.447,42.672
67.216,42.607
67.985,42.542
68.754,42.477
69.522,42.412
70.291,42.347
71.060,42.282
71.829,42.217
72.598,42.152
73.367,42.087
74.136,42.022
74.904,41.957
75.673,41.892
76.442,41.827
77.211,41.761
77.980,41.696
78.749,41.631
79.517,41.566
80.286,41.501
81.055,41.436
81.518,41.397
81.978,41.358
82.438,41.318
82.898,41.278
83.360,41.238
83.822,41.197
84.286,41.157
84.751,41.116
85.218,41.075
85.685,41.034
86.154,40.994
86.623,40.953
87.094,40.913
87.565,40.873
88.037,40.833
88.511,40.793
88.987,40.754
89.463,40.715
89.940,40.677
90.418,40.639
90.897,40.602
91.377,40.566
91.859,40.530
92.341,40.495
92.825,40.461
93.309,40.428
93.794,40.396
94.279,40.365
94.765,40.334
95.254,40.305
95.745,40.277
96.234,40.250
96.724,40.224
97.214,40.200
97.703,40.177
98.200,40.155
98.692,40.134
99.183,40.115
99.679,40.097
100.173,40.081
100.666,40.066
101.164,40.053
101.661,40.041
102.155,40.031
102.650,40.022
103.149,40.015
103.647,40.010
104.141,40.006
104.641,40.003
105.122,40.003
107.001,40.003
108.879,40.003
110.757,40.003
112.635,40.003
114.514,40.002
116.392,40.002
118.270,40.002
120.148,40.002
122.027,40.002
123.905,40.002
125.783,40.002
127.661,40.002
